Area,Room,Parking,Warehouse,Elevator,Price,Price(USD)
122,2,True,True,True,7000000000.0,233333.33
70,1,True,True,True,3100000000.0,103333.33
60,1,True,True,True,2450000000.0,81666.67
53,1,True,True,False,1920000000.0,64000.0
90,1,False,True,False,850000000.0,28333.33
72,2,True,True,True,1650000000.0,55000.0
74,2,True,True,True,1700000000.0,56666.67
88,3,False,False,True,560000000.0,18666.67
63,1,True,True,True,2150000000.0,71666.67
114,3,True,True,True,5500000000.0,183333.33
151,3,True,True,True,10200000000.0,340000.0
42,1,True,False,True,1760000000.0,58666.67
74,2,True,True,True,1700000000.0,56666.67
88,3,False,False,True,560000000.0,18666.67
63,1,True,True,True,2150000000.0,71666.67
114,3,True,True,True,5500000000.0,183333.33
151,3,True,True,True,10200000000.0,340000.0
42,1,True,False,True,1760000000.0,58666.67
300,3,True,True,False,1500000000.0,50000.0
110,2,True,True,True,3730000000.0,124333.33
100,2,False,False,False,620000000.0,20666.67
140,1,False,False,False,580000000.0,19333.33
70,2,True,True,True,3050000000.0,101666.67
60,2,True,True,False,2000000000.0,66666.67
76,2,True,True,True,2600000000.0,86666.67
148,3,True,True,True,5990000000.0,199666.67
75,2,True,True,True,2300000000.0,76666.67
40,1,True,True,False,1300000000.0,43333.33
65,2,True,True,True,2270000000.0,75666.67
140,3,True,True,True,4000000000.0,133333.33
110,2,True,True,True,4000000000.0,133333.33
70,2,True,False,True,1650000000.0,55000.0
128,3,True,True,True,6700000000.0,223333.33
94,2,True,True,True,580000000.0,19333.33
67,1,True,True,True,2300000000.0,76666.67
75,1,True,True,True,650000000.0,21666.67
130,2,True,True,True,16900000000.0,563333.33
40,0,False,False,False,248000000.0,8266.67
97,2,True,True,True,510000000.0,17000.0
110,2,True,True,True,3850000000.0,128333.33
150,3,True,True,True,6000000000.0,200000.0
75,2,False,False,False,780000000.0,26000.0
137,3,True,True,True,7200000000.0,240000.0
85,2,True,True,True,410000000.0,13666.67
68,2,False,True,False,430000000.0,14333.33
78,2,False,True,False,800000000.0,26666.67
85,2,True,True,True,545000000.0,18166.67
100,2,True,True,False,1280000000.0,42666.67
71,2,True,True,True,2800000000.0,93333.33
140,3,True,True,True,11200000000.0,373333.33
136,3,True,True,False,750000000.0,25000.0
48,1,False,False,False,850000000.0,28333.33
100,2,True,True,True,3300000000.0,110000.0
82,2,True,False,True,3280000000.0,109333.33
120,3,True,True,True,4800000000.0,160000.0
139,3,True,True,True,7300000000.0,243333.33
110,3,True,True,True,3950000000.0,131666.67
78,2,False,False,True,370000000.0,12333.33
79,2,False,False,False,750000000.0,25000.0
66,2,True,True,True,1725000000.0,57500.0
78,2,True,True,True,780000000.0,26000.0
85,2,True,True,True,1419000000.0,47300.0
100,2,True,True,False,1200000000.0,40000.0
80,2,True,True,True,3600000000.0,120000.0
44,1,True,True,False,1050000000.0,35000.0
120,2,True,True,False,1200000000.0,40000.0
50,1,False,True,False,340000000.0,11333.33
121,3,True,True,False,3300000000.0,110000.0
80,2,True,True,True,2800000000.0,93333.33
70,2,False,True,True,1200000000.0,40000.0
160,1,False,False,False,3600000.0,120.0
40,0,False,False,False,165000000.0,5500.0
88,2,True,True,True,2860000000.0,95333.33
141,3,True,True,True,3810000000.0,127000.0
140,3,True,True,True,1790000000.0,59666.67
120,2,True,True,True,1530000000.0,51000.0
66,2,False,True,False,1000000000.0,33333.33
70,2,True,True,True,3500000000.0,116666.67
75,2,True,False,True,3000000000.0,100000.0
70,2,False,True,True,1800000000.0,60000.0
150,3,True,True,True,20000000000.0,666666.67
95,2,True,True,True,950000000.0,31666.67
127,2,True,True,True,6000000000.0,200000.0
123,3,True,True,True,3700000000.0,123333.33
63,2,True,True,True,2000000000.0,66666.67
90,2,True,True,True,3050000000.0,101666.67
105,2,True,True,True,605000000.0,20166.67
180,3,True,True,True,9900000000.0,330000.0
120,3,True,False,True,3700000000.0,123333.33
65,2,True,True,True,2500000000.0,83333.33
158,3,True,True,True,10480000000.0,349333.33
144,3,True,True,True,7632000000.0,254400.0
144,3,True,True,True,7632000000.0,254400.0
130,3,True,True,True,12300000000.0,410000.0
245,3,True,True,True,26950000000.0,898333.33
190,3,True,True,True,24300000000.0,810000.0
63,2,True,True,True,3000000000.0,100000.0
75,2,True,True,True,2100000000.0,70000.0
88,2,True,False,True,4700000000.0,156666.67
108,2,True,True,True,9180000000.0,306000.0
117,2,True,True,True,1579500000.0,52650.0
200,3,True,True,True,12000000000.0,400000.0
65,1,True,True,False,1750000000.0,58333.33
90,2,True,True,True,3780000000.0,126000.0
125,2,True,True,True,8100000000.0,270000.0
140,3,True,True,True,9100000000.0,303333.33
71,2,False,True,True,1550000000.0,51666.67
71,2,False,True,True,1640000000.0,54666.67
236,4,True,True,True,20000000000.0,666666.67
67,2,True,True,True,2750000000.0,91666.67
60,1,True,True,True,1750000000.0,58333.33
220,3,True,True,True,15400000000.0,513333.33
44,1,True,True,False,350000000.0,11666.67
68,1,True,True,True,4115000000.0,137166.67
100,2,True,True,True,8000000000.0,266666.67
86,2,True,True,True,580000000.0,19333.33
84,2,True,True,True,560000000.0,18666.67
94,2,True,True,True,4800000000.0,160000.0
55,1,False,True,False,1550000000.0,51666.67
113,2,True,True,True,7500000000.0,250000.0
71,2,True,True,True,630000000.0,21000.0
70,2,True,True,False,2000000000.0,66666.67
200,3,True,True,True,2400000000.0,80000.0
106,2,True,True,True,1100000000.0,36666.67
320,4,True,True,True,24000000000.0,800000.0
114,2,True,True,True,3820000000.0,127333.33
100,2,True,True,True,6000000000.0,200000.0
122,2,True,True,True,5800000000.0,193333.33
200,2,True,True,False,3500000000.0,116666.67
154,3,True,True,True,12300000000.0,410000.0
210,3,True,True,True,15750000000.0,525000.0
200,3,True,True,True,11000000000.0,366666.67
65,1,True,True,True,3000000000.0,100000.0
124,3,True,True,True,3968000000.0,132266.67
83,2,True,True,True,1909000000.0,63633.33
270,4,True,True,True,37800000000.0,1260000.0
104,2,True,True,True,5700000000.0,190000.0
150,3,True,True,True,10490000000.0,349666.67
103,3,True,True,True,3200000000.0,106666.67
48,1,True,True,True,1920000000.0,64000.0
165,3,True,True,True,12300000000.0,410000.0
135,2,True,True,False,7400000000.0,246666.67
86,2,True,True,True,6200000000.0,206666.67
75,2,True,True,True,2350000000.0,78333.33
58,1,True,True,True,1850000000.0,61666.67
125,2,True,True,True,21500000000.0,716666.67
82,2,True,True,True,1886000000.0,62866.67
58,2,True,True,True,2200000000.0,73333.33
101,2,True,True,True,2323000000.0,77433.33
90,2,True,True,True,6800000000.0,226666.67
180,3,True,True,True,20700000000.0,690000.0
132,3,True,True,True,6250000000.0,208333.33
81,2,True,True,True,1863000000.0,62100.0
153,3,True,True,True,13000000000.0,433333.33
166,3,True,True,True,12500000000.0,416666.67
200,3,True,True,True,17000000000.0,566666.67
113,2,True,True,True,8500000000.0,283333.33
100,2,True,True,True,2300000000.0,76666.67
80,2,True,True,True,3350000000.0,111666.67
76,2,True,True,True,2000000000.0,66666.67
128,3,True,True,True,5700000000.0,190000.0
210,3,True,True,True,27000000000.0,900000.0
140,2,True,True,True,12600000000.0,420000.0
74,2,True,True,True,1702000000.0,56733.33
75,1,True,True,True,3000000000.0,100000.0
120,2,True,True,True,7500000000.0,250000.0
120,2,True,True,True,7500000000.0,250000.0
85,2,True,True,True,5000000000.0,166666.67
105,2,True,True,True,700000000.0,23333.33
175,3,True,True,True,15600000000.0,520000.0
170,3,True,True,True,15350000000.0,511666.67
58,1,True,True,True,2810000000.0,93666.67
75,2,True,True,True,395000000.0,13166.67
160,3,True,True,True,15100000000.0,503333.33
62,1,True,True,True,1850000000.0,61666.67
93,2,True,True,True,1450000000.0,48333.33
75,2,True,True,True,715000000.0,23833.33
86,2,True,True,False,1200000000.0,40000.0
120,2,True,True,True,4260000000.0,142000.0
95,2,True,True,True,1500000000.0,50000.0
70,2,True,True,False,2120000000.0,70666.67
75,2,True,True,False,2000000000.0,66666.67
81,2,True,False,True,590000000.0,19666.67
65,1,True,True,False,1930000000.0,64333.33
75,2,True,True,True,2730000000.0,91000.0
106,2,True,True,False,3150000000.0,105000.0
115,2,True,True,True,4600000000.0,153333.33
100,2,True,True,True,3000000000.0,100000.0
118,2,True,True,True,4500000000.0,150000.0
116,2,True,True,True,5100000000.0,170000.0
76,2,True,True,True,2200000000.0,73333.33
74,2,True,True,False,2300000000.0,76666.67
96,2,True,True,True,4500000000.0,150000.0
87,2,True,True,True,625000000.0,20833.33
43,1,True,True,False,1620000000.0,54000.0
155,3,True,True,True,17050000000.0,568333.33
53,1,True,True,True,1920000000.0,64000.0
160,3,True,True,True,17600000000.0,586666.67
78,2,True,True,True,2250000000.0,75000.0
230,3,True,True,True,25300000000.0,843333.33
55,1,True,True,True,1850000000.0,61666.67
120,2,True,True,False,11700000000.0,390000.0
78,2,True,True,True,3600000000.0,120000.0
95,2,True,True,True,4400000000.0,146666.67
170,3,True,True,True,15400000000.0,513333.33
175,3,True,True,True,22750000000.0,758333.33
115,3,True,True,True,4500000000.0,150000.0
113,2,True,True,True,4300000000.0,143333.33
85,2,True,True,True,3380000000.0,112666.67
140,3,True,True,True,10000000000.0,333333.33
90,2,True,True,True,6500000000.0,216666.67
63,1,True,False,False,2200000000.0,73333.33
75,2,True,True,True,3220000000.0,107333.33
130,3,True,True,True,6240000000.0,208000.0
91,2,True,True,True,3350000000.0,111666.67
121,3,True,True,True,3650000000.0,121666.67
140,3,True,True,True,15500000000.0,516666.67
126,2,True,True,True,5500000000.0,183333.33
450,2,True,True,False,4200000000.0,140000.0
500,2,True,True,False,3900000000.0,130000.0
110,1,True,True,True,6600000000.0,220000.0
145,3,True,True,True,4700000000.0,156666.67
81,2,True,True,True,810000000.0,27000.0
64,2,True,True,True,2200000000.0,73333.33
112,2,True,True,True,3680000000.0,122666.67
192,3,True,True,True,12670000000.0,422333.33
164,3,True,True,True,10000000000.0,333333.33
135,3,True,True,True,8100000000.0,270000.0
170,3,True,True,True,9200000000.0,306666.67
130,3,True,True,True,5200000000.0,173333.33
84,2,True,True,True,3400000000.0,113333.33
82,2,True,True,True,3550000000.0,118333.33
265,3,True,True,True,20000000000.0,666666.67
60,1,True,True,True,1950000000.0,65000.0
145,3,True,True,True,15500000000.0,516666.67
65,1,False,True,True,2000000000.0,66666.67
60,1,True,True,False,2280000000.0,76000.0
63,2,True,True,True,2000000000.0,66666.67
70,2,True,True,True,1950000000.0,65000.0
92,2,True,True,True,3900000000.0,130000.0
98,2,True,True,True,7800000000.0,260000.0
62,1,True,True,True,2280000000.0,76000.0
65,1,True,True,True,2900000000.0,96666.67
90,2,True,True,True,5000000000.0,166666.67
59,2,True,True,True,1900000000.0,63333.33
63,2,True,True,True,2000000000.0,66666.67
60,2,True,True,True,2200000000.0,73333.33
70,2,True,True,True,2500000000.0,83333.33
60,1,True,True,True,2200000000.0,73333.33
165,3,True,True,True,10500000000.0,350000.0
135,2,True,True,True,17500000000.0,583333.33
65,1,True,True,True,2000000000.0,66666.67
60,1,True,True,True,2250000000.0,75000.0
60,1,True,True,True,2250000000.0,75000.0
86,2,True,True,True,3600000000.0,120000.0
109,2,True,True,True,6000000000.0,200000.0
98,2,True,True,False,2842000000.0,94733.33
80,2,True,True,True,3120000000.0,104000.0
143,3,True,True,True,8860000000.0,295333.33
95,2,True,True,True,4550000000.0,151666.67
86,2,True,True,True,3700000000.0,123333.33
160,3,True,True,True,10000000000.0,333333.33
200,3,True,True,True,16580000000.0,552666.67
74,1,True,True,True,3250000000.0,108333.33
350,3,True,True,True,52500000000.0,1750000.0
87,2,True,True,True,3550000000.0,118333.33
82,2,True,True,True,3450000000.0,115000.0
55,1,True,True,True,2490000000.0,83000.0
148,3,True,True,True,8400000000.0,280000.0
55,1,True,False,True,2020000000.0,67333.33
100,2,True,True,False,3800000000.0,126666.67
55,1,False,True,False,1550000000.0,51666.67
130,3,True,True,True,5300000000.0,176666.67
335,4,True,True,True,33500000000.0,1116666.67
320,4,True,True,True,40000000000.0,1333333.33
192,3,True,True,True,19500000000.0,650000.0
100,2,True,True,True,8000000000.0,266666.67
148,3,True,True,True,14800000000.0,493333.33
145,2,True,True,True,14700000000.0,490000.0
192,4,True,True,True,22000000000.0,733333.33
235,3,True,True,True,16450000000.0,548333.33
225,3,True,True,True,15750000000.0,525000.0
221,4,True,True,True,25000000000.0,833333.33
312,4,True,True,True,45000000000.0,1500000.0
188,3,True,True,True,17672000000.0,589066.67
170,2,True,True,True,12400000000.0,413333.33
198,3,True,True,True,27720000000.0,924000.0
80,2,True,True,True,3100000000.0,103333.33
170,3,True,True,True,18700000000.0,623333.33
110,2,True,True,True,6600000000.0,220000.0
650,2,True,True,False,5200000000.0,173333.33
200,3,True,True,True,12000000000.0,400000.0
101,3,True,True,True,6500000000.0,216666.67
104,2,True,True,True,3850000000.0,128333.33
70,2,True,True,True,3200000000.0,106666.67
76,2,True,True,False,2570000000.0,85666.67
110,2,True,True,True,4300000000.0,143333.33
160,2,True,True,True,16200000000.0,540000.0
179,3,True,True,True,13800000000.0,460000.0
256,3,True,True,True,18500000000.0,616666.67
90,2,True,True,True,3850000000.0,128333.33
77,2,True,True,True,2570000000.0,85666.67
96,2,True,True,True,5600000000.0,186666.67
75,1,True,True,True,3250000000.0,108333.33
79,2,True,True,True,3000000000.0,100000.0
67,1,True,True,True,3400000000.0,113333.33
125,2,True,True,True,6400000000.0,213333.33
75,2,True,True,False,1890000000.0,63000.0
75,2,True,True,False,1890000000.0,63000.0
91,2,True,True,True,5400000000.0,180000.0
105,2,True,True,True,1417500000.0,47250.0
66,2,True,True,True,1585000000.0,52833.33
86,2,True,True,True,3270000000.0,109000.0
72,2,True,True,False,2380000000.0,79333.33
148,2,True,False,True,4500000000.0,150000.0
84,2,True,True,True,4600000000.0,153333.33
128,2,True,True,True,12800000000.0,426666.67
65,1,True,True,True,3900000000.0,130000.0
140,3,True,True,True,11800000000.0,393333.33
115,2,True,True,True,7400000000.0,246666.67
105,2,True,True,True,5700000000.0,190000.0
87,2,True,True,True,650000000.0,21666.67
75,2,True,True,False,1890000000.0,63000.0
60,1,True,True,True,875000000.0,29166.67
68,1,True,True,True,2630000000.0,87666.67
49,1,True,True,True,2200000000.0,73333.33
103,2,True,True,True,9270000000.0,309000.0
55,1,True,True,True,2200000000.0,73333.33
140,3,True,True,True,7700000000.0,256666.67
257,4,True,True,True,12850000000.0,428333.33
82,2,True,True,True,4018000000.0,133933.33
167,3,True,True,True,10688000000.0,356266.67
53,1,False,True,False,1640000000.0,54666.67
51,1,False,True,False,1550000000.0,51666.67
54,1,True,True,False,2130000000.0,71000.0
82,2,True,True,True,4100000000.0,136666.67
75,2,True,True,True,2800000000.0,93333.33
98,2,True,True,True,4520000000.0,150666.67
75,2,True,True,False,1890000000.0,63000.0
70,1,True,True,True,5600000000.0,186666.67
75,2,True,True,False,1890000000.0,63000.0
64,1,True,True,True,3700000000.0,123333.33
85,2,True,True,True,2100000000.0,70000.0
48,1,False,True,False,980000000.0,32666.67
75,2,True,True,False,1890000000.0,63000.0
246,3,True,True,True,22500000000.0,750000.0
168,3,True,True,True,14000000000.0,466666.67
280,4,True,True,True,38500000000.0,1283333.33
75,2,True,True,False,1890000000.0,63000.0
84,2,True,True,True,680000000.0,22666.67
75,2,True,True,False,1890000000.0,63000.0
108,2,True,True,True,5180000000.0,172666.67
62,1,True,True,True,2580000000.0,86000.0
70,2,True,True,True,3370000000.0,112333.33
180,3,True,True,True,9900000000.0,330000.0
135,3,True,True,True,6480000000.0,216000.0
75,2,True,True,False,1890000000.0,63000.0
108,2,True,True,True,6200000000.0,206666.67
91,2,True,True,True,5180000000.0,172666.67
120,2,True,True,True,8900000000.0,296666.67
112,2,True,True,False,7500000000.0,250000.0
75,2,True,True,False,1890000000.0,63000.0
123,2,True,True,True,4059000000.0,135300.0
69,2,True,True,True,1800000000.0,60000.0
400,5,True,True,False,85000000000.0,2833333.33
660,5,True,True,False,55000000000.0,1833333.33
66,1,True,False,True,1850000000.0,61666.67
80,2,True,True,True,2150000000.0,71666.67
44,1,True,True,False,880000000.0,29333.33
180,3,True,True,True,9360000000.0,312000.0
164,3,True,True,True,9840000000.0,328000.0
213,3,True,True,True,14484000000.0,482800.0
100,2,True,True,True,3400000000.0,113333.33
75,2,True,True,False,1890000000.0,63000.0
300,3,True,True,True,55500000000.0,1850000.0
126,3,True,True,True,3000000000.0,100000.0
85,2,True,True,True,2500000000.0,83333.33
75,2,True,True,False,1890000000.0,63000.0
57,1,False,True,True,1270000000.0,42333.33
61,1,False,True,False,1990000000.0,66333.33
79,2,True,True,True,1817000000.0,60566.67
68,1,True,True,True,2450000000.0,81666.67
105,2,True,True,True,1000000000.0,33333.33
105,2,True,True,True,7700000000.0,256666.67
160,2,True,True,True,1930000000.0,64333.33
100,2,True,True,True,585000000.0,19500.0
125,3,True,True,True,12500000000.0,416666.67
94,2,True,False,True,990000000.0,33000.0
80,2,False,True,False,2200000000.0,73333.33
75,2,True,False,True,2300000000.0,76666.67
99,3,True,True,True,4190000000.0,139666.67
90,2,True,True,True,4099000000.0,136633.33
129,3,True,True,True,4500000000.0,150000.0
245,3,True,True,True,36500000000.0,1216666.67
102,2,True,True,False,2030000000.0,67666.67
141,3,True,True,True,1225000000.0,40833.33
96,2,True,True,True,3840000000.0,128000.0
155,3,True,True,True,8600000000.0,286666.67
300,3,True,True,True,55500000000.0,1850000.0
87,2,True,True,True,6264000000.0,208800.0
87,2,True,True,True,6264000000.0,208800.0
105,2,True,True,True,6200000000.0,206666.67
61,1,True,True,True,1850000000.0,61666.67
88,2,True,True,True,3700000000.0,123333.33
101,2,True,True,True,3700000000.0,123333.33
160,2,True,True,True,1930000000.0,64333.33
130,2,True,True,True,3250000000.0,108333.33
150,3,True,True,True,7800000000.0,260000.0
144,2,True,True,True,6600000000.0,220000.0
91,2,True,True,True,4500000000.0,150000.0
68,2,True,True,True,2200000000.0,73333.33
133,3,True,True,True,2260000000.0,75333.33
71,2,True,True,True,1633000000.0,54433.33
64,1,True,True,True,680000000.0,22666.67
132,2,True,True,True,2244000000.0,74800.0
95,2,True,True,True,5600000000.0,186666.67
95,2,True,True,True,4500000000.0,150000.0
102,2,True,True,True,5200000000.0,173333.33
120,2,True,True,True,6250000000.0,208333.33
117,3,True,True,True,4600000000.0,153333.33
55,1,True,True,True,1570000000.0,52333.33
60,1,True,True,True,295000000.0,9833.33
85,2,True,True,True,1900000000.0,63333.33
80,2,False,True,True,1750000000.0,58333.33
54,1,True,True,True,1500000000.0,50000.0
57,1,True,True,True,1880000000.0,62666.67
101,2,True,False,True,3130000000.0,104333.33
65,2,True,True,False,1960000000.0,65333.33
91,2,True,True,True,3230000000.0,107666.67
105,2,True,True,True,690000000.0,23000.0
86,2,True,True,True,3480000000.0,116000.0
200,3,True,True,True,35000000000.0,1166666.67
87,2,True,True,True,760000000.0,25333.33
103,2,True,True,True,3550000000.0,118333.33
81,2,True,True,True,2891700000.0,96390.0
73,2,True,True,True,2600000000.0,86666.67
90,2,True,True,True,455000000.0,15166.67
134,3,True,True,True,1600000000.0,53333.33
60,1,True,True,True,1850000000.0,61666.67
51,1,True,True,False,2020000000.0,67333.33
108,2,True,True,False,1300000000.0,43333.33
86,2,True,True,True,610000000.0,20333.33
110,2,True,True,False,1870000000.0,62333.33
88,2,True,True,True,740000000.0,24666.67
85,2,True,True,True,780000000.0,26000.0
100,2,True,True,True,3000000000.0,100000.0
87,2,True,True,True,715000000.0,23833.33
191,3,True,True,True,18145000000.0,604833.33
91,2,True,True,True,2093000000.0,69766.67
282,3,True,True,True,36660000000.0,1222000.0
282,2,True,True,True,30000000000.0,1000000.0
210,3,True,True,True,23100000000.0,770000.0
87,2,True,True,True,650000000.0,21666.67
170,2,True,True,True,7140000000.0,238000.0
89,2,True,True,True,2047000000.0,68233.33
64,2,True,True,True,3200000000.0,106666.67
89,2,True,True,True,3100000000.0,103333.33
135,3,True,True,True,11800000000.0,393333.33
75,2,False,False,False,1650000000.0,55000.0
105,2,True,True,True,3990000000.0,133000.0
320,4,True,True,True,40000000000.0,1333333.33
111,2,True,True,True,6800000000.0,226666.67
133,3,True,True,True,7448000000.0,248266.67
65,1,True,True,False,3250000000.0,108333.33
65,1,False,True,True,2650000000.0,88333.33
112,2,True,True,True,8200000000.0,273333.33
147,3,True,True,True,8400000000.0,280000.0
150,3,True,True,True,12000000000.0,400000.0
67,1,True,True,True,3450000000.0,115000.0
220,3,True,True,True,15000000000.0,500000.0
66,2,True,True,True,2510000000.0,83666.67
75,2,True,True,False,1880000000.0,62666.67
180,3,True,True,True,12600000000.0,420000.0
103,2,True,True,True,5200000000.0,173333.33
68,1,True,True,True,3570000000.0,119000.0
115,2,True,True,True,11000000000.0,366666.67
115,2,True,True,True,1900000000.0,63333.33
150,3,True,True,True,8400000000.0,280000.0
78,2,True,True,True,2000000000.0,66666.67
100,2,True,True,True,1000000000.0,33333.33
58,1,True,True,True,2650000000.0,88333.33
90,2,True,True,True,4200000000.0,140000.0
235,3,True,True,True,24000000000.0,800000.0
48,1,True,True,True,2250000000.0,75000.0
70,2,True,True,True,2800000000.0,93333.33
86,2,True,True,True,4200000000.0,140000.0
79,2,True,True,True,550000000.0,18333.33
88,2,True,True,True,3600000000.0,120000.0
145,3,True,True,True,13000000000.0,433333.33
64,2,True,True,False,1500000000.0,50000.0
135,3,True,True,True,11475000000.0,382500.0
50,1,False,True,False,1260000000.0,42000.0
87,2,True,True,True,540000000.0,18000.0
84,2,True,True,True,550000000.0,18333.33
300,4,True,True,True,42000000000.0,1400000.0
137,3,True,True,True,10000000000.0,333333.33
105,2,True,True,True,9500000000.0,316666.67
145,2,True,True,True,11000000000.0,366666.67
84,2,True,True,True,560000000.0,18666.67
170,2,True,True,True,32000000000.0,1066666.67
157,3,True,True,True,14800000000.0,493333.33
170,3,True,True,True,19000000000.0,633333.33
283,3,True,True,True,29700000000.0,990000.0
84,2,True,True,True,540000000.0,18000.0
" 3,310,000,000 ",2,True,True,True,3310000000.0,110333.33
84,2,True,True,True,550000000.0,18333.33
80,2,True,True,False,3250000000.0,108333.33
863,2,True,True,True,7830000000.0,261000.0
125,2,True,True,True,8700000000.0,290000.0
65,2,True,True,True,2350000000.0,78333.33
105,2,True,True,True,5300000000.0,176666.67
170,3,True,True,True,18700000000.0,623333.33
230,3,True,True,True,19300000000.0,643333.33
200,3,True,True,True,22000000000.0,733333.33
150,3,True,True,True,13000000000.0,433333.33
93,2,True,True,True,4650000000.0,155000.0
110,2,True,True,True,4500000000.0,150000.0
415,5,True,True,True,53950000000.0,1798333.33
95,2,True,True,True,5700000000.0,190000.0
128,3,True,True,True,8960000000.0,298666.67
140,2,True,True,True,8400000000.0,280000.0
86,2,True,True,True,3200000000.0,106666.67
70,2,True,True,True,3900000000.0,130000.0
173,3,True,True,True,9515000000.0,317166.67
72,2,True,True,True,3150000000.0,105000.0
73,2,True,True,True,3900000000.0,130000.0
75,1,True,True,True,3200000000.0,106666.67
67,2,True,True,True,2200000000.0,73333.33
68,2,True,True,True,2700000000.0,90000.0
88,2,True,True,True,1900000000.0,63333.33
111,2,True,True,True,5661000000.0,188700.0
98,2,True,True,False,3750000000.0,125000.0
62,2,True,True,True,2750000000.0,91666.67
80,2,True,True,True,4240000000.0,141333.33
200,4,True,True,True,15000000000.0,500000.0
210,4,True,True,True,15500000000.0,516666.67
162,3,True,True,True,12150000000.0,405000.0
150,3,True,True,True,12000000000.0,400000.0
82,2,True,True,True,1100000000.0,36666.67
130,3,True,True,True,11100000000.0,370000.0
76,2,True,True,True,4000000000.0,133333.33
96,2,True,True,True,4800000000.0,160000.0
103,2,True,True,True,5200000000.0,173333.33
135,3,True,False,True,8700000000.0,290000.0
140,2,True,True,True,12600000000.0,420000.0
165,3,True,True,True,14800000000.0,493333.33
120,2,True,True,True,1050000000.0,35000.0
160,2,True,True,True,2000000000.0,66666.67
150,3,True,True,True,9000000000.0,300000.0
51,1,False,True,True,1300000000.0,43333.33
75,1,True,True,True,3900000000.0,130000.0
180,3,True,True,True,9900000000.0,330000.0
93,2,True,True,True,1181100000.0,39370.0
84,2,True,True,True,1150800000.0,38360.0
92,2,False,True,True,1012000000.0,33733.33
105,2,True,True,True,1365000000.0,45500.0
67,2,True,True,False,2400000000.0,80000.0
100,2,True,True,True,5500000000.0,183333.33
170,3,True,True,True,10800000000.0,360000.0
162,3,True,True,True,7600000000.0,253333.33
43,1,True,True,True,2080000000.0,69333.33
150,3,True,True,True,12500000000.0,416666.67
245,3,True,True,True,22050000000.0,735000.0
93,2,True,True,True,4140000000.0,138000.0
60,1,True,True,True,295000000.0,9833.33
128,3,True,True,True,9300000000.0,310000.0
87,2,True,True,True,795000000.0,26500.0
100,2,True,True,True,5500000000.0,183333.33
124,2,True,True,True,7040000000.0,234666.67
